,blueTotalGolds,blueCurrentGolds,blueTotalLevel,blueAvgLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragon,blueRiftHeralds,redTotalGolds,redCurrentGolds,redTotalLevel,redAvgLevel,redTotalMinionKills,redTotalJungleMinionKills,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragon,redRiftHeralds,blue_top_lane_first_tower,blue_mid_lane_first_tower,blue_bot_lane_first_tower,red_top_lane_first_tower,red_mid_lane_first_tower,red_bot_lane_first_tower,blue_earth_dragon,blue_air_dragon,blue_fire_dragon,blue_water_dragon,blue_elder_dragon,red_earth_dragon,red_air_dragon,red_fire_dragon,red_water_dragon,red_elder_dragon,blueWins
12907,25475,3615,47,9.4,322,59,0,11,19,14,27,9,0,0,0,0,0,0,0,0,0,0,31924,1294,50,10.0,370,72,0,19,11,19,34,7,1,0,3,1,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10506,31360,2760,49,9.8,357,84,0,20,10,29,34,10,1,0,1,1,0,0,0,1,1,1,25064,3064,44,8.8,340,76,0,10,20,12,33,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
31,25213,1333,47,9.4,440,81,0,5,2,7,31,13,0,0,0,0,0,0,0,0,1,0,23505,3620,47,9.4,431,92,0,2,5,0,29,13,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
697,27446,2021,44,8.8,398,70,0,10,3,19,32,10,1,0,1,0,0,1,0,1,1,1,22414,2347,45,9.0,340,88,0,3,10,3,27,9,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6045,40787,5151,64,12.8,116,0,0,38,26,63,4,0,1,1,3,3,0,0,1,0,0,0,35023,7188,58,11.6,81,0,0,26,38,28,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10961,30302,597,47,9.4,353,78,0,15,9,14,29,6,1,0,3,1,1,1,0,1,1,1,23344,1264,44,8.8,269,64,0,9,15,20,101,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
16772,25484,3684,44,8.8,363,83,0,7,16,11,36,10,1,0,1,0,1,0,0,0,0,1,26987,2177,44,8.8,339,69,0,16,7,21,29,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
631,30804,5315,49,9.8,413,83,0,13,2,17,42,12,1,0,2,1,0,1,0,1,1,1,21327,1637,44,8.8,357,77,0,2,13,2,33,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
10229,27679,2384,48,9.6,351,79,0,12,17,14,33,7,0,0,1,0,0,1,0,0,0,0,29725,2005,48,9.6,354,89,0,17,12,14,29,13,1,0,2,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
15192,24029,2769,45,9.0,356,81,0,6,10,8,38,7,0,0,0,0,0,0,0,0,1,0,28464,2245,49,9.8,384,111,0,10,6,16,46,9,1,0,2,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
20386,34660,5291,53,10.6,327,64,0,25,16,34,36,8,1,0,2,1,0,1,0,0,1,1,26514,2669,47,9.4,258,74,0,16,25,16,33,7,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
17466,23978,3903,44,8.8,352,70,0,4,13,3,60,8,1,0,2,0,1,1,0,0,0,1,24964,3899,45,9.0,328,70,0,13,4,18,66,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4767,27179,1371,46,9.2,350,70,0,12,14,16,26,5,1,0,2,0,1,1,0,0,0,0,27677,3282,47,9.4,330,87,0,14,12,24,29,4,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
15622,23080,4475,45,9.0,329,79,0,5,10,9,35,14,0,0,0,0,0,0,0,1,2,0,29311,4903,49,9.8,404,84,0,10,5,18,121,8,1,0,4,1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
9068,29151,3601,50,10.0,373,118,0,12,7,13,59,20,0,0,0,0,0,0,0,0,1,1,23806,2846,45,9.0,373,75,0,7,12,8,40,6,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
7842,26393,4873,44,8.8,341,72,0,10,14,20,25,8,0,0,0,0,0,0,0,0,0,1,27331,4381,45,9.0,339,72,0,14,10,21,75,9,1,0,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
994,24392,2642,46,9.2,325,80,0,10,4,13,79,14,0,0,0,0,0,0,0,1,2,1,22806,2992,45,9.0,401,68,0,4,10,3,81,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
10902,23336,2361,43,8.6,342,85,0,7,12,7,37,16,0,0,0,0,0,0,0,0,0,0,27578,3718,46,9.2,335,83,0,12,7,23,111,9,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12854,24936,2886,45,9.0,390,70,0,8,9,9,28,6,0,0,0,0,0,0,0,1,1,0,26073,3938,45,9.0,346,90,0,9,8,7,26,7,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
6933,23827,3407,43,8.6,326,82,0,7,13,12,31,8,0,0,0,0,0,0,0,1,1,0,26870,5200,47,9.4,342,76,0,13,7,18,25,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4600,30055,4830,47,9.4,371,64,0,18,11,23,40,13,0,0,0,0,0,0,0,1,1,0,28196,3330,45,9.0,380,96,0,11,18,19,31,13,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7481,22112,1962,40,8.0,331,56,0,4,18,6,24,10,0,0,0,0,0,0,0,0,0,0,34460,7295,49,9.8,394,115,0,18,4,24,31,10,1,0,5,2,1,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
12136,28383,2608,46,9.2,309,70,0,16,12,20,43,10,0,0,0,0,0,0,0,1,1,1,25624,3359,47,9.4,317,88,0,12,16,9,32,10,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3817,24912,1162,44,8.8,327,74,0,7,21,6,37,3,0,0,1,0,1,0,0,0,0,0,28185,5085,47,9.4,296,78,0,21,7,26,103,14,1,0,1,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
19636,21148,2010,43,8.6,336,95,0,0,16,0,37,5,0,0,0,0,0,0,0,0,0,0,29565,5547,49,9.8,389,89,0,16,0,22,102,9,1,0,2,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8042,26320,4305,46,9.2,379,100,0,5,8,6,74,11,1,0,2,1,1,0,0,0,0,1,25541,5742,48,9.6,378,67,0,8,5,13,66,10,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17423,25268,4927,47,9.4,336,124,0,4,15,3,27,10,1,0,1,1,0,0,0,0,0,1,28698,5033,51,10.2,386,77,0,15,4,17,35,10,0,0,2,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
9071,24459,3191,44,8.8,360,82,0,5,12,5,41,4,0,0,0,0,0,0,0,0,0,1,26044,6139,46,9.2,366,95,0,12,5,12,52,14,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18717,30119,3729,47,9.4,345,84,0,16,14,17,30,10,1,0,2,0,1,1,0,1,1,1,26330,2533,46,9.2,303,63,0,14,16,14,34,7,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2900,24591,3876,44,8.8,361,64,0,7,12,7,29,14,1,0,1,0,0,1,0,0,1,1,25764,2829,47,9.4,341,86,0,12,7,15,27,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
18957,26423,1618,45,9.0,370,83,0,11,6,12,35,5,1,0,1,0,0,1,0,1,2,0,23911,4211,46,9.2,377,98,0,6,11,4,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
26450,25169,2649,45,9.0,337,91,0,10,16,11,30,14,0,0,0,0,0,0,0,1,1,0,27963,3648,48,9.6,376,66,0,16,10,17,36,10,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
17377,25995,4860,47,9.4,325,77,0,12,13,15,98,7,0,0,1,0,1,0,0,1,2,0,28060,3385,47,9.4,291,93,0,13,12,21,34,8,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
15617,22323,1823,41,8.2,318,61,0,5,21,6,24,5,0,0,0,0,0,0,0,0,0,1,33530,2600,50,10.0,318,92,0,21,5,28,27,11,1,0,5,1,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3264,52372,7069,79,15.8,155,0,0,49,34,110,0,0,0,1,1,1,0,0,1,0,0,0,48059,2161,73,14.6,142,0,0,34,49,91,0,0,1,0,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23569,27194,3039,47,9.4,439,81,0,5,1,5,34,19,1,0,2,0,1,1,0,0,0,1,22106,2494,46,9.2,419,88,0,1,5,2,111,12,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
6482,50541,10261,77,15.4,193,0,0,45,22,107,0,0,1,1,2,2,0,0,1,0,0,0,44219,5034,70,14.0,171,0,0,22,45,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7117,30992,5527,48,9.6,383,112,0,15,9,16,55,6,1,0,3,1,1,1,0,1,2,1,23239,4089,44,8.8,275,76,0,9,15,6,25,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
7976,24822,1529,44,8.8,392,85,0,3,3,3,33,15,1,0,1,0,1,0,0,1,1,1,23211,1736,44,8.8,410,76,0,3,3,5,31,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
12134,24974,3414,43,8.6,253,67,0,15,18,13,27,3,0,0,0,0,0,0,0,1,1,0,27141,2626,46,9.2,291,52,0,18,15,12,95,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25151,25505,3926,45,9.0,389,72,0,8,11,7,32,14,0,0,0,0,0,0,0,0,0,0,26461,2025,45,9.0,339,90,0,11,8,15,26,10,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21289,24071,2876,44,8.8,347,79,0,5,10,6,36,12,1,0,1,1,0,0,0,0,0,1,26779,4904,48,9.6,402,106,0,10,5,10,35,11,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6161,28321,4501,46,9.2,341,82,0,17,9,24,31,8,0,0,0,0,0,0,0,1,2,1,26399,3399,46,9.2,377,106,0,9,17,10,62,10,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
8019,28774,4712,46,9.2,385,88,0,10,8,9,38,15,1,0,2,1,1,0,0,1,1,1,24780,4230,46,9.2,333,58,0,8,10,5,42,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8227,28194,5478,48,9.6,406,88,0,11,9,13,37,12,0,0,0,0,0,0,0,0,0,0,23713,2565,44,8.8,341,67,0,9,11,12,117,8,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
26745,28416,4476,49,9.8,394,89,0,14,8,17,32,13,0,0,0,0,0,0,0,0,1,0,26909,3344,47,9.4,426,89,0,8,14,8,64,6,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3388,27955,2535,44,8.8,349,106,0,11,9,15,73,17,0,0,1,1,0,0,0,0,0,1,25474,3289,43,8.6,347,62,0,9,11,8,39,10,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3310,22619,4849,43,8.6,281,79,0,6,7,6,19,8,0,0,0,0,0,0,0,1,1,0,24852,2312,46,9.2,347,65,0,7,6,3,23,6,1,0,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
24127,26353,2483,46,9.2,336,68,0,12,11,15,36,9,0,0,0,0,0,0,0,0,0,1,24931,1511,45,9.0,327,76,0,11,12,13,106,11,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10189,41349,7549,64,12.8,140,0,0,32,20,66,0,0,1,1,2,2,0,0,1,0,0,0,36975,2800,60,12.0,133,0,0,20,32,43,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25343,25655,3170,46,9.2,362,91,0,10,7,20,46,13,0,0,0,0,0,0,0,0,1,0,24713,2698,45,9.0,359,84,0,7,10,9,34,9,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
10784,4781,1856,12,2.4,33,12,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,4728,3228,11,2.2,21,12,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24766,25804,4229,45,9.0,297,41,0,13,22,13,31,6,0,0,0,0,0,0,0,0,0,0,31099,2659,47,9.4,347,68,0,22,13,27,27,9,1,0,2,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25274,27823,1608,46,9.2,370,99,0,11,6,11,36,14,1,0,2,1,0,1,0,0,0,1,23650,1835,45,9.0,383,75,0,6,11,5,30,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
17102,18672,2722,37,7.4,240,41,0,4,16,0,30,1,0,0,0,0,0,0,0,0,0,0,34710,6749,51,10.2,397,115,0,16,4,16,62,6,1,1,8,5,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20253,24804,2974,45,9.0,352,89,0,7,15,5,25,13,1,0,1,0,1,0,0,0,0,1,29175,3019,46,9.2,329,72,0,15,7,15,36,11,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
11320,22832,2112,45,9.0,325,50,0,9,25,9,24,4,0,0,0,0,0,0,0,0,0,0,34960,5255,53,10.6,326,113,0,25,9,26,32,7,1,0,3,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20653,24683,2148,46,9.2,308,68,0,12,11,12,16,6,0,0,0,0,0,0,0,0,0,1,26484,4389,48,9.6,393,72,0,11,12,6,33,4,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3638,27158,3288,44,8.8,363,84,0,8,7,10,38,11,1,0,1,0,0,1,0,0,1,1,25489,2409,45,9.0,369,92,0,7,8,8,37,11,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
6547,22473,2134,43,8.6,326,66,0,5,13,9,31,8,0,0,0,0,0,0,0,0,0,0,27737,6092,48,9.6,362,114,0,13,5,19,30,10,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
7755,26672,5862,47,9.4,374,76,0,11,9,15,23,9,0,0,0,0,0,0,0,0,0,1,25990,3650,46,9.2,344,69,0,9,11,19,29,8,1,0,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
5709,22253,3388,45,9.0,337,55,0,3,11,2,25,7,0,0,1,0,0,1,0,0,0,0,29785,5240,48,9.6,401,96,0,11,3,13,57,7,1,0,3,2,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
22280,58110,3040,65,13.0,371,43,0,29,38,28,96,6,1,0,5,2,2,1,0,0,1,0,57458,7875,70,14.0,322,63,0,38,29,46,65,1,0,0,2,1,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
23021,44697,6437,69,13.8,155,0,0,25,33,58,0,0,0,0,0,0,0,0,0,0,0,0,48448,7795,72,14.4,191,0,0,33,25,91,26,0,1,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12568,29838,3240,48,9.6,386,119,0,12,5,19,37,5,1,0,2,1,0,1,0,1,2,0,22128,2588,44,8.8,326,92,0,5,12,5,40,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
115,29059,3009,50,10.0,424,100,0,12,10,12,44,13,1,0,2,0,0,2,0,1,2,1,28028,4038,48,9.6,420,74,0,10,12,15,88,12,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
14000,28980,2975,47,9.4,373,96,0,11,10,17,68,8,1,0,1,0,0,1,0,1,1,1,26610,4094,46,9.2,404,84,0,10,11,12,30,15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23427,28442,1975,48,9.6,412,81,0,12,9,10,36,15,1,0,2,1,1,0,0,1,2,1,26969,3439,47,9.4,370,91,0,9,12,8,82,13,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
24744,21713,1878,42,8.4,346,73,0,4,8,7,37,10,0,0,0,0,0,0,0,0,0,0,27078,4793,48,9.6,397,96,0,8,4,12,34,12,1,0,2,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
23985,25050,2675,44,8.8,380,82,0,6,15,5,33,8,0,0,0,0,0,0,0,0,0,0,30640,3544,50,10.0,403,80,0,15,6,18,37,12,1,0,2,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2498,29566,5346,48,9.6,413,92,0,13,4,13,34,8,1,0,1,0,0,1,0,1,2,1,22915,3845,44,8.8,361,76,0,4,13,4,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
10126,29518,1453,47,9.4,313,88,0,16,11,20,35,6,1,0,2,1,0,1,0,0,1,1,25739,3199,46,9.2,367,84,0,11,16,5,34,11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
13220,22991,2881,44,8.8,372,68,0,3,6,5,35,12,0,0,0,0,0,0,0,1,1,0,25590,1075,47,9.4,368,98,0,6,3,5,108,13,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
22884,29921,2421,50,10.0,349,84,0,17,6,22,26,7,1,0,2,1,0,1,0,1,1,1,24071,3344,45,9.0,361,99,0,6,17,9,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5502,25860,3085,45,9.0,326,96,0,12,18,10,51,4,0,0,0,0,0,0,0,1,2,0,29952,1982,48,9.6,337,65,0,18,12,18,25,8,1,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
5995,23326,2569,44,8.8,402,81,0,4,7,3,30,14,0,0,0,0,0,0,0,1,1,1,26867,5247,48,9.6,427,79,0,7,4,9,108,15,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6228,24208,2938,46,9.2,396,76,0,8,4,7,87,13,0,0,0,0,0,0,0,1,1,0,24755,1690,45,9.0,418,75,0,4,8,7,64,13,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13139,22968,2483,42,8.4,325,75,0,7,9,7,37,10,0,0,0,0,0,0,0,0,0,0,26385,3705,49,9.8,373,116,0,9,7,16,24,12,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4954,23094,3509,45,9.0,269,71,0,9,22,9,25,3,0,0,0,0,0,0,0,0,0,0,32644,3915,48,9.6,318,94,0,22,9,17,32,4,1,0,4,2,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
23704,28762,1237,47,9.4,359,63,0,15,9,20,27,5,0,0,1,0,1,0,0,0,1,0,24166,5556,41,8.2,256,65,0,9,15,12,31,4,1,0,2,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
13294,32097,1704,49,9.8,359,73,0,23,10,24,79,8,0,0,2,0,0,2,0,1,1,1,26005,1970,44,8.8,344,71,0,10,23,13,29,9,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20823,27285,1015,49,9.8,403,80,0,12,5,13,151,9,0,0,0,0,0,0,0,0,0,0,23796,5046,45,9.0,346,97,0,5,12,6,75,13,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14360,28013,2003,46,9.2,322,79,0,16,11,29,27,21,1,0,1,0,0,1,0,0,1,0,25649,3737,44,8.8,312,68,0,11,16,19,54,8,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
9246,26089,3241,48,9.6,357,98,0,9,12,13,31,10,0,0,0,0,0,0,0,0,0,0,26845,2367,48,9.6,333,78,0,12,9,14,28,9,1,0,1,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1199,26825,2310,48,9.6,415,65,0,11,8,10,36,12,0,0,0,0,0,0,0,1,1,0,25893,2788,47,9.4,358,96,0,8,11,5,30,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
12483,30246,3031,45,9.0,353,84,0,13,6,15,34,9,1,0,4,1,2,1,0,1,2,1,22792,1522,44,8.8,343,76,0,6,13,17,99,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
24596,33734,4829,50,10.0,373,95,0,24,5,36,32,12,1,0,2,0,1,1,0,1,1,1,20196,1041,39,7.8,208,42,0,5,24,10,31,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14913,25909,3901,45,9.0,347,71,0,12,12,11,46,10,0,0,0,0,0,0,0,1,1,1,25522,2782,44,8.8,297,86,0,12,12,9,47,6,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6939,33514,6794,50,10.0,390,80,0,22,7,33,38,12,1,0,3,1,1,1,0,1,2,1,24268,3063,43,8.6,304,77,0,7,22,5,27,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
1692,35853,8320,52,10.4,435,89,0,18,6,23,46,6,1,0,4,1,2,1,0,1,1,1,21815,1290,44,8.8,323,76,0,6,18,5,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
25758,45736,2793,69,13.8,177,0,0,26,36,46,0,0,1,0,1,1,0,0,0,0,0,0,49211,10838,75,15.0,167,0,0,36,26,103,0,0,0,1,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1709,23776,2561,44,8.8,331,67,0,8,11,11,31,18,0,0,0,0,0,0,0,0,0,1,25993,3298,46,9.2,356,89,0,11,8,12,109,19,1,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
10658,25401,3181,43,8.6,288,86,0,11,15,10,25,2,0,0,0,0,0,0,0,1,1,1,26314,4304,45,9.0,274,61,0,15,11,18,32,8,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23840,25331,3266,46,9.2,337,77,0,11,11,19,38,14,0,0,0,0,0,0,0,0,0,0,26689,2566,47,9.4,390,83,0,11,11,5,31,15,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26409,23056,2814,42,8.4,311,58,0,6,20,7,27,7,0,0,1,0,1,0,0,0,0,0,32624,4344,48,9.6,375,85,0,20,6,27,42,15,1,1,5,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
24954,47827,3327,73,14.6,175,0,0,36,28,88,0,0,1,1,1,1,0,0,1,0,0,0,46977,6462,72,14.4,175,0,0,28,36,75,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21086,28659,5004,47,9.4,319,72,0,16,18,17,35,9,0,0,0,0,0,0,0,0,0,0,27926,2011,47,9.4,347,41,0,18,16,20,30,9,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24494,69187,8592,70,14.0,334,158,0,48,28,36,40,0,0,0,5,1,1,3,0,1,3,0,54343,3620,62,12.4,351,25,0,28,48,38,167,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
13520,26585,3437,45,9.0,348,63,0,11,14,11,33,9,0,0,1,0,1,0,0,0,0,0,27841,3976,46,9.2,353,66,0,14,11,22,37,10,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
20374,25622,3651,46,9.2,405,96,0,3,9,3,36,10,1,0,1,0,0,1,0,1,2,0,26895,3194,47,9.4,391,86,0,9,3,7,45,9,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
22794,25250,3330,46,9.2,360,104,0,7,6,5,41,5,0,0,0,0,0,0,0,1,2,0,24344,3861,46,9.2,385,69,0,6,7,14,95,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
